"Town/County","FIPS","Year","NAICS Code","Industry Name","Rank","Measure Type","Variable","Value"
"West Haven","0900982870",2014,"","Total Government",-1,"Number","Annual Average Employment",4393.75
"West Haven","0900982870",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",72365.7
"West Haven","0900982870",2014,"","Total Government",-1,"Number","Number of Employers",20
"West Haven","0900982870",2014,"","Federal Government",1,"Number","Annual Average Employment",2703.5
"West Haven","0900982870",2014,"","Federal Government",1,"US Dollars","Annual Average Wage",83879
"West Haven","0900982870",2014,"","Federal Government",1,"Number","Number of Employers",4
"West Haven","0900982870",2014,"","Local/Municipal Government",2,"Number","Annual Average Employment",1674.58
"West Haven","0900982870",2014,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",53763
"West Haven","0900982870",2014,"","Local/Municipal Government",2,"Number","Number of Employers",15
"West Haven","0900982870",2014,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",1413.83
"West Haven","0900982870",2014,"62","Health Care and Social Assistance",3,"US Dollars","Annual Average Wage",33689.4
"West Haven","0900982870",2014,"62","Health Care and Social Assistance",3,"Number","Number of Employers",74
"West Haven","0900982870",2015,"23","Construction",-1,"Number","Annual Average Employment",613.08
"West Haven","0900982870",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",53903.1
"West Haven","0900982870",2015,"23","Construction",-1,"Number","Number of Employers",85
"West Haven","0900982870",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",1047.08
"West Haven","0900982870",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",57537.7
"West Haven","0900982870",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",47
"West Haven","0900982870",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",1440.17
"West Haven","0900982870",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",33313
"West Haven","0900982870",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",128
"West Haven","0900982870",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",15424.9
"West Haven","0900982870",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",53882.2
"West Haven","0900982870",2015,"","Total - All Industries",-1,"Number","Number of Employers",949
"West Haven","0900982870",2015,"","Total Government",-1,"Number","Annual Average Employment",4488.42
"West Haven","0900982870",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",75258.9
"West Haven","0900982870",2015,"","Total Government",-1,"Number","Number of Employers",20
"West Haven","0900982870",2015,"","Federal Government",1,"Number","Annual Average Employment",2805.5
"West Haven","0900982870",2015,"","Federal Government",1,"US Dollars","Annual Average Wage",85806.1
"West Haven","0900982870",2015,"","Federal Government",1,"Number","Number of Employers",4
"West Haven","0900982870",2015,"","Local/Municipal Government",2,"Number","Annual Average Employment",1667.92
"West Haven","0900982870",2015,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",57467.5
"West Haven","0900982870",2015,"","Local/Municipal Government",2,"Number","Number of Employers",15
"West Haven","0900982870",2015,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",1501.17
"West Haven","0900982870",2015,"62","Health Care and Social Assistance",3,"US Dollars","Annual Average Wage",34209.7
"West Haven","0900982870",2015,"62","Health Care and Social Assistance",3,"Number","Number of Employers",80
"Weston","0900183430",2014,"23","Construction",-1,"Number","Annual Average Employment",33.25
"Weston","0900183430",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",60894.1
"Weston","0900183430",2014,"23","Construction",-1,"Number","Number of Employers",17
"Weston","0900183430",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Weston","0900183430",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Weston","0900183430",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Weston","0900183430",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",89.67
"Weston","0900183430",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",32461.5
"Weston","0900183430",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",11
"Weston","0900183430",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",1269.83
"Weston","0900183430",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",61464.7
"Weston","0900183430",2014,"","Total - All Industries",-1,"Number","Number of Employers",320
"Weston","0900183430",2014,"","Total Government",-1,"Number","Annual Average Employment",518.67
"Weston","0900183430",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",67958.7
"Weston","0900183430",2014,"","Total Government",-1,"Number","Number of Employers",10
"Weston","0900183430",2014,"","Local/Municipal Government",1,"Number","Annual Average Employment",518.67
"Weston","0900183430",2014,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",67958.7
"Weston","0900183430",2014,"","Local/Municipal Government",1,"Number","Number of Employers",10
"Weston","0900183430",2014,"71","Arts, Entertainment, and Recreation",2,"Number","Annual Average Employment",162.17
"Weston","0900183430",2014,"71","Arts, Entertainment, and Recreation",2,"US Dollars","Annual Average Wage",34515.7
"Weston","0900183430",2014,"71","Arts, Entertainment, and Recreation",2,"Number","Number of Employers",17
"Weston","0900183430",2014,"81","Other Services (except Public Administration)",3,"Number","Annual Average Employment",113.75
"Weston","0900183430",2014,"81","Other Services (except Public Administration)",3,"US Dollars","Annual Average Wage",33135.8
"Weston","0900183430",2014,"81","Other Services (except Public Administration)",3,"Number","Number of Employers",84
"Weston","0900183430",2015,"23","Construction",-1,"Number","Annual Average Employment",41.5
"Weston","0900183430",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",61678.8
"Weston","0900183430",2015,"23","Construction",-1,"Number","Number of Employers",18
"Weston","0900183430",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Weston","0900183430",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Weston","0900183430",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Weston","0900183430",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",95.17
"Weston","0900183430",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",30076.4
"Weston","0900183430",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",10
"Weston","0900183430",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",1266.75
"Weston","0900183430",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",66093.6
"Weston","0900183430",2015,"","Total - All Industries",-1,"Number","Number of Employers",330
"Weston","0900183430",2015,"","Total Government",-1,"Number","Annual Average Employment",507.33
"Weston","0900183430",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",71409
"Weston","0900183430",2015,"","Total Government",-1,"Number","Number of Employers",10
"Weston","0900183430",2015,"","Local/Municipal Government",1,"Number","Annual Average Employment",507.33
"Weston","0900183430",2015,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",71409
"Weston","0900183430",2015,"","Local/Municipal Government",1,"Number","Number of Employers",10
"Weston","0900183430",2015,"71","Arts, Entertainment, and Recreation",2,"Number","Annual Average Employment",170.17
"Weston","0900183430",2015,"71","Arts, Entertainment, and Recreation",2,"US Dollars","Annual Average Wage",33609.8
"Weston","0900183430",2015,"71","Arts, Entertainment, and Recreation",2,"Number","Number of Employers",18
"Weston","0900183430",2015,"81","Other Services (except Public Administration)",3,"Number","Annual Average Employment",112.08
"Weston","0900183430",2015,"81","Other Services (except Public Administration)",3,"US Dollars","Annual Average Wage",38411.3
"Weston","0900183430",2015,"81","Other Services (except Public Administration)",3,"Number","Number of Employers",82
"Westport","0900183500",2014,"23","Construction",-1,"Number","Annual Average Employment",208.25
"Westport","0900183500",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",67473.3
"Westport","0900183500",2014,"23","Construction",-1,"Number","Number of Employers",66
"Westport","0900183500",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",28.08
"Westport","0900183500",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",35392
"Westport","0900183500",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",11
"Westport","0900183500",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",2675.58
"Westport","0900183500",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",39392
"Westport","0900183500",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",228
"Westport","0900183500",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",15503.4
"Westport","0900183500",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",100651
"Westport","0900183500",2014,"","Total - All Industries",-1,"Number","Number of Employers",1985
"Westport","0900183500",2014,"","Total Government",-1,"Number","Annual Average Employment",1628.67
"Westport","0900183500",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",67739.4
"Westport","0900183500",2014,"","Total Government",-1,"Number","Number of Employers",22
"Westport","0900183500",2014,"52","Finance and Insurance",1,"Number","Annual Average Employment",2424.67
"Westport","0900183500",2014,"52","Finance and Insurance",1,"US Dollars","Annual Average Wage",301889
"Westport","0900183500",2014,"52","Finance and Insurance",1,"Number","Number of Employers",260
"Westport","0900183500",2014,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",1909.83
"Westport","0900183500",2014,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",54973.6
"Westport","0900183500",2014,"62","Health Care and Social Assistance",2,"Number","Number of Employers",134
"Westport","0900183500",2014,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",1620.92
"Westport","0900183500",2014,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",26858.3
"Westport","0900183500",2014,"72","Accommodation and Food Services",3,"Number","Number of Employers",111
"Westport","0900183500",2015,"23","Construction",-1,"Number","Annual Average Employment",227.92
"Westport","0900183500",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",69974.1
"Westport","0900183500",2015,"23","Construction",-1,"Number","Number of Employers",69
"Westport","0900183500",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",29
"Westport","0900183500",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",27772.1
"Westport","0900183500",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",9
"Westport","0900183500",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",2620.33
"Westport","0900183500",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",42147
"Westport","0900183500",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",220
"Westport","0900183500",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",15468.7
"Westport","0900183500",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",107553
"Westport","0900183500",2015,"","Total - All Industries",-1,"Number","Number of Employers",1994
"Westport","0900183500",2015,"","Total Government",-1,"Number","Annual Average Employment",1642.33
"Westport","0900183500",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",68303.7
"Westport","0900183500",2015,"","Total Government",-1,"Number","Number of Employers",22
"Westport","0900183500",2015,"52","Finance and Insurance",1,"Number","Annual Average Employment",2424.75
"Westport","0900183500",2015,"52","Finance and Insurance",1,"US Dollars","Annual Average Wage",337310
"Westport","0900183500",2015,"52","Finance and Insurance",1,"Number","Number of Employers",253
"Westport","0900183500",2015,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",1923.83
"Westport","0900183500",2015,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",57780.6
"Westport","0900183500",2015,"62","Health Care and Social Assistance",2,"Number","Number of Employers",139
"Westport","0900183500",2015,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",1588.83
"Westport","0900183500",2015,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",28120.7
"Westport","0900183500",2015,"72","Accommodation and Food Services",3,"Number","Number of Employers",111
"Wethersfield","0900384900",2014,"23","Construction",-1,"Number","Annual Average Employment",132.67
"Wethersfield","0900384900",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",45913.3
"Wethersfield","0900384900",2014,"23","Construction",-1,"Number","Number of Employers",46
"Wethersfield","0900384900",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",290.08
"Wethersfield","0900384900",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",51326.8
"Wethersfield","0900384900",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",20
"Wethersfield","0900384900",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",1208
"Wethersfield","0900384900",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",23810.1
"Wethersfield","0900384900",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",92
"Wethersfield","0900384900",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",9739.83
"Wethersfield","0900384900",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",47793
"Wethersfield","0900384900",2014,"","Total - All Industries",-1,"Number","Number of Employers",722
"Wethersfield","0900384900",2014,"","Total Government",-1,"Number","Annual Average Employment",3296
"Wethersfield","0900384900",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",61407
"Wethersfield","0900384900",2014,"","Total Government",-1,"Number","Number of Employers",27
"Wethersfield","0900384900",2014,"","State Government",1,"Number","Annual Average Employment",2333.5
"Wethersfield","0900384900",2014,"","State Government",1,"US Dollars","Annual Average Wage",63625.6
"Wethersfield","0900384900",2014,"","State Government",1,"Number","Number of Employers",9
"Wethersfield","0900384900",2014,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",1313.67
"Wethersfield","0900384900",2014,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",43000.8
"Wethersfield","0900384900",2014,"62","Health Care and Social Assistance",2,"Number","Number of Employers",81
"Wethersfield","0900384900",2014,"","Local/Municipal Government",3,"Number","Annual Average Employment",906.33
"Wethersfield","0900384900",2014,"","Local/Municipal Government",3,"US Dollars","Annual Average Wage",53606.8
"Wethersfield","0900384900",2014,"","Local/Municipal Government",3,"Number","Number of Employers",14
"Wethersfield","0900384900",2015,"23","Construction",-1,"Number","Annual Average Employment",147.75
"Wethersfield","0900384900",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",43970
"Wethersfield","0900384900",2015,"23","Construction",-1,"Number","Number of Employers",48
"Wethersfield","0900384900",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",205.83
"Wethersfield","0900384900",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",61883.7
"Wethersfield","0900384900",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",16
"Wethersfield","0900384900",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",1188.75
"Wethersfield","0900384900",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",25058.7
"Wethersfield","0900384900",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",90
"Wethersfield","0900384900",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",9988.83
"Wethersfield","0900384900",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",49054.9
"Wethersfield","0900384900",2015,"","Total - All Industries",-1,"Number","Number of Employers",739
"Wethersfield","0900384900",2015,"","Total Government",-1,"Number","Annual Average Employment",3274.33
"Wethersfield","0900384900",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",62849.3
"Wethersfield","0900384900",2015,"","Total Government",-1,"Number","Number of Employers",26
"Wethersfield","0900384900",2015,"","State Government",1,"Number","Annual Average Employment",2365.92
"Wethersfield","0900384900",2015,"","State Government",1,"US Dollars","Annual Average Wage",65530.3
"Wethersfield","0900384900",2015,"","State Government",1,"Number","Number of Employers",9
"Wethersfield","0900384900",2015,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",1285.42
"Wethersfield","0900384900",2015,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",44103.2
"Wethersfield","0900384900",2015,"62","Health Care and Social Assistance",2,"Number","Number of Employers",82
"Wethersfield","0900384900",2015,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",921.75
"Wethersfield","0900384900",2015,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",18315
"Wethersfield","0900384900",2015,"72","Accommodation and Food Services",3,"Number","Number of Employers",64
"Willington","0901385950",2014,"23","Construction",-1,"Number","Annual Average Employment",65.33
"Willington","0901385950",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",41976.5
"Willington","0901385950",2014,"23","Construction",-1,"Number","Number of Employers",13
"Willington","0901385950",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",41.08
"Willington","0901385950",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",49469.8
"Willington","0901385950",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",4
"Willington","0901385950",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",-9999
"Willington","0901385950",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",-9999
"Willington","0901385950",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",-9999
"Willington","0901385950",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",1524
"Willington","0901385950",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",30366.4
"Willington","0901385950",2014,"","Total - All Industries",-1,"Number","Number of Employers",129
"Willington","0901385950",2014,"","Total Government",-1,"Number","Annual Average Employment",181.25
"Willington","0901385950",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",49528.4
"Willington","0901385950",2014,"","Total Government",-1,"Number","Number of Employers",12
"Willington","0901385950",2014,"","Local/Municipal Government",1,"Number","Annual Average Employment",139.33
"Willington","0901385950",2014,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",46475.2
"Willington","0901385950",2014,"","Local/Municipal Government",1,"Number","Number of Employers",8
"Willington","0901385950",2014,"72","Accommodation and Food Services",2,"Number","Annual Average Employment",129.92
"Willington","0901385950",2014,"72","Accommodation and Food Services",2,"US Dollars","Annual Average Wage",16226.8
"Willington","0901385950",2014,"72","Accommodation and Food Services",2,"Number","Number of Employers",6
"Willington","0901385950",2014,"62","Health Care and Social Assistance",3,"Number","Annual Average Employment",121.33
"Willington","0901385950",2014,"62","Health Care and Social Assistance",3,"US Dollars","Annual Average Wage",16089.9
"Willington","0901385950",2014,"62","Health Care and Social Assistance",3,"Number","Number of Employers",10
"Willington","0901385950",2015,"23","Construction",-1,"Number","Annual Average Employment",61.17
"Willington","0901385950",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",41871.4
"Willington","0901385950",2015,"23","Construction",-1,"Number","Number of Employers",13
"Willington","0901385950",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",42.5
"Willington","0901385950",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",57869.2
"Willington","0901385950",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",4
"Willington","0901385950",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",-9999
"Willington","0901385950",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",-9999
"Willington","0901385950",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",-9999
"Willington","0901385950",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",1602.58
"Willington","0901385950",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",32572.8
"Willington","0901385950",2015,"","Total - All Industries",-1,"Number","Number of Employers",134
"Willington","0901385950",2015,"","Total Government",-1,"Number","Annual Average Employment",180.83
"Willington","0901385950",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",49406.7
"Willington","0901385950",2015,"","Total Government",-1,"Number","Number of Employers",12
"Willington","0901385950",2015,"62","Health Care and Social Assistance",1,"Number","Annual Average Employment",147.92
"Willington","0901385950",2015,"62","Health Care and Social Assistance",1,"US Dollars","Annual Average Wage",16030.1
"Willington","0901385950",2015,"62","Health Care and Social Assistance",1,"Number","Number of Employers",9
"Willington","0901385950",2015,"","Local/Municipal Government",2,"Number","Annual Average Employment",137.75
"Willington","0901385950",2015,"","Local/Municipal Government",2,"US Dollars","Annual Average Wage",47943
"Willington","0901385950",2015,"","Local/Municipal Government",2,"Number","Number of Employers",8
"Willington","0901385950",2015,"72","Accommodation and Food Services",3,"Number","Annual Average Employment",126.08
"Willington","0901385950",2015,"72","Accommodation and Food Services",3,"US Dollars","Annual Average Wage",17302.8
"Willington","0901385950",2015,"72","Accommodation and Food Services",3,"Number","Number of Employers",7
"Wilton","0900186370",2014,"23","Construction",-1,"Number","Annual Average Employment",331.83
"Wilton","0900186370",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",59109.8
"Wilton","0900186370",2014,"23","Construction",-1,"Number","Number of Employers",60
"Wilton","0900186370",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Wilton","0900186370",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Wilton","0900186370",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Wilton","0900186370",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",1149.92
"Wilton","0900186370",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",38838.8
"Wilton","0900186370",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",72
"Wilton","0900186370",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",12239.2
"Wilton","0900186370",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",106954
"Wilton","0900186370",2014,"","Total - All Industries",-1,"Number","Number of Employers",955
"Wilton","0900186370",2014,"","Total Government",-1,"Number","Annual Average Employment",1142.08
"Wilton","0900186370",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",55518.8
"Wilton","0900186370",2014,"","Total Government",-1,"Number","Number of Employers",14
"Wilton","0900186370",2014,"54","Professional, Scientific, and Technical Services",1,"Number","Annual Average Employment",2168.08
"Wilton","0900186370",2014,"54","Professional, Scientific, and Technical Services",1,"US Dollars","Annual Average Wage",109340
"Wilton","0900186370",2014,"54","Professional, Scientific, and Technical Services",1,"Number","Number of Employers",179
"Wilton","0900186370",2014,"52","Finance and Insurance",2,"Number","Annual Average Employment",1521.08
"Wilton","0900186370",2014,"52","Finance and Insurance",2,"US Dollars","Annual Average Wage",316999
"Wilton","0900186370",2014,"52","Finance and Insurance",2,"Number","Number of Employers",100
"Wilton","0900186370",2014,"","Local/Municipal Government",3,"Number","Annual Average Employment",1105.08
"Wilton","0900186370",2014,"","Local/Municipal Government",3,"US Dollars","Annual Average Wage",55217.9
"Wilton","0900186370",2014,"","Local/Municipal Government",3,"Number","Number of Employers",11
"Wilton","0900186370",2015,"23","Construction",-1,"Number","Annual Average Employment",331.67
"Wilton","0900186370",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",60899.4
"Wilton","0900186370",2015,"23","Construction",-1,"Number","Number of Employers",57
"Wilton","0900186370",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",-9999
"Wilton","0900186370",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",-9999
"Wilton","0900186370",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",-9999
"Wilton","0900186370",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",1142.75
"Wilton","0900186370",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",39190.9
"Wilton","0900186370",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",74
"Wilton","0900186370",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",12507.2
"Wilton","0900186370",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",111445
"Wilton","0900186370",2015,"","Total - All Industries",-1,"Number","Number of Employers",971
"Wilton","0900186370",2015,"","Total Government",-1,"Number","Annual Average Employment",1128.75
"Wilton","0900186370",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",58244.9
"Wilton","0900186370",2015,"","Total Government",-1,"Number","Number of Employers",14
"Wilton","0900186370",2015,"54","Professional, Scientific, and Technical Services",1,"Number","Annual Average Employment",2069.08
"Wilton","0900186370",2015,"54","Professional, Scientific, and Technical Services",1,"US Dollars","Annual Average Wage",134619
"Wilton","0900186370",2015,"54","Professional, Scientific, and Technical Services",1,"Number","Number of Employers",181
"Wilton","0900186370",2015,"52","Finance and Insurance",2,"Number","Annual Average Employment",1840.75
"Wilton","0900186370",2015,"52","Finance and Insurance",2,"US Dollars","Annual Average Wage",272320
"Wilton","0900186370",2015,"52","Finance and Insurance",2,"Number","Number of Employers",97
"Wilton","0900186370",2015,"","Local/Municipal Government",3,"Number","Annual Average Employment",1092
"Wilton","0900186370",2015,"","Local/Municipal Government",3,"US Dollars","Annual Average Wage",57888.8
"Wilton","0900186370",2015,"","Local/Municipal Government",3,"Number","Number of Employers",11
"Winchester","0900586440",2014,"23","Construction",-1,"Number","Annual Average Employment",61.92
"Winchester","0900586440",2014,"23","Construction",-1,"US Dollars","Annual Average Wage",39271
"Winchester","0900586440",2014,"23","Construction",-1,"Number","Number of Employers",24
"Winchester","0900586440",2014,"31-33","Manufacturing",-1,"Number","Annual Average Employment",803.58
"Winchester","0900586440",2014,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",53933.1
"Winchester","0900586440",2014,"31-33","Manufacturing",-1,"Number","Number of Employers",33
"Winchester","0900586440",2014,"44-45","Retail Trade",-1,"Number","Annual Average Employment",340.83
"Winchester","0900586440",2014,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",32626.5
"Winchester","0900586440",2014,"44-45","Retail Trade",-1,"Number","Number of Employers",40
"Winchester","0900586440",2014,"","Total - All Industries",-1,"Number","Annual Average Employment",3295.75
"Winchester","0900586440",2014,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",43889.7
"Winchester","0900586440",2014,"","Total - All Industries",-1,"Number","Number of Employers",321
"Winchester","0900586440",2014,"","Total Government",-1,"Number","Annual Average Employment",748.58
"Winchester","0900586440",2014,"","Total Government",-1,"US Dollars","Annual Average Wage",48901
"Winchester","0900586440",2014,"","Total Government",-1,"Number","Number of Employers",19
"Winchester","0900586440",2014,"","Local/Municipal Government",1,"Number","Annual Average Employment",463.67
"Winchester","0900586440",2014,"","Local/Municipal Government",1,"US Dollars","Annual Average Wage",49622.5
"Winchester","0900586440",2014,"","Local/Municipal Government",1,"Number","Number of Employers",15
"Winchester","0900586440",2014,"62","Health Care and Social Assistance",2,"Number","Annual Average Employment",312.5
"Winchester","0900586440",2014,"62","Health Care and Social Assistance",2,"US Dollars","Annual Average Wage",35751.7
"Winchester","0900586440",2014,"62","Health Care and Social Assistance",2,"Number","Number of Employers",33
"Winchester","0900586440",2014,"","State Government",3,"Number","Annual Average Employment",236
"Winchester","0900586440",2014,"","State Government",3,"US Dollars","Annual Average Wage",45653.2
"Winchester","0900586440",2014,"","State Government",3,"Number","Number of Employers",2
"Winchester","0900586440",2015,"23","Construction",-1,"Number","Annual Average Employment",72.5
"Winchester","0900586440",2015,"23","Construction",-1,"US Dollars","Annual Average Wage",43043.4
"Winchester","0900586440",2015,"23","Construction",-1,"Number","Number of Employers",28
"Winchester","0900586440",2015,"31-33","Manufacturing",-1,"Number","Annual Average Employment",806.08
"Winchester","0900586440",2015,"31-33","Manufacturing",-1,"US Dollars","Annual Average Wage",53270.4
"Winchester","0900586440",2015,"31-33","Manufacturing",-1,"Number","Number of Employers",31
"Winchester","0900586440",2015,"44-45","Retail Trade",-1,"Number","Annual Average Employment",343.58
"Winchester","0900586440",2015,"44-45","Retail Trade",-1,"US Dollars","Annual Average Wage",33397.5
"Winchester","0900586440",2015,"44-45","Retail Trade",-1,"Number","Number of Employers",40
"Winchester","0900586440",2015,"","Total - All Industries",-1,"Number","Annual Average Employment",3388.92
"Winchester","0900586440",2015,"","Total - All Industries",-1,"US Dollars","Annual Average Wage",44267.4
"Winchester","0900586440",2015,"","Total - All Industries",-1,"Number","Number of Employers",324
"Winchester","0900586440",2015,"","Total Government",-1,"Number","Annual Average Employment",759.75
"Winchester","0900586440",2015,"","Total Government",-1,"US Dollars","Annual Average Wage",49484.2
